Marca_Modelo,Quantidade
FORD/SOPICK-UP JARANA,2.0
FORD/NTRUCKS F4000 CLASS,2.0
FORD/MULTIEIXO C 2631 4E,2.0
SCANIA/112 PMERECHIM CT,2.0
R/RIBEIRO CA 1E,2.0
I/MERCURY COUGAR XR7 COP,2.0
I/MERCURY MARQUIS BROUGH,2.0
R/RIGON RF 500,2.0
FORD/MOTORFIELD MIDI VAN,2.0
FORD/KA SEL AT 1.5 HA C,2.0
FORD/ITAPOA OFFROAD.CT,2.0
I/MERCURY MONTCLAIR,2.0
I/MERCURY MONTEREY CONV,2.0
I/MO LINK BELT HTC 8660,2.0
R/MANOS DOLLY 5A2E,2.0
I/ASTON MARTIN VANQUISH,2.0
R/FABRIVAL RM1 CA,2.0
I/ALFA ROMEO SPIDER 1300,2.0
I/ALFA ROMEO MONTREAL CP,2.0
R/EURO RYAD 01,2.0
R/EUROTRUCK TE 0002,2.0
R/EVM JETSKI 1E,2.0
I/MBENZ MARCO M.BUS   DJ,2.0
I/ALFA ROMEO GIULIETTA,2.0
I/ALFA ROMEO DUETTO CONV,2.0
I/MO ZOOMLION QY25H,2.0
R/FABRIVAL RC2 CA,2.0
I/ALEX MOTOSTAR VIP,2.0
I/ALFA ROMEO SPIDER 2.2,2.0
I/AIMA DI MEI,2.0
I/ACURA TL,2.0
I/ACURA RSX,2.0
I/ACURA MRE CGPI,2.0
R/FERTILANCE RCA REM,2.0
I/MO ZOOMLION QY20H,2.0
HONDA/XRE 300 SITNEI AMB,2.0
R/FREDI RBA6,2.0
R/FROTABRASIL RTA 2E,2.0
R/FURGOBENTO TRAILLER 2E,2.0
R/ERL MP450,2.0
I/AM GENERAL M936,2.0
SCANIA/G 440 B8X4,2.0
I/APRILIA SCARABEO 500,2.0
I/MAZDA TRIBUTE,2.0
I/MB SPRINTER ATHOS AMB,2.0
R/DECBRASIL DB TIR,2.0
I/ASTON MARTIN RAPIDE S,2.0
I/ASTON MARTIN RAPIDE LX,2.0
R/DEPEMEC CA 02E,2.0
I/ASTON MARTIN DB9 COUPE,2.0
I/ASTON MARTIN DB6 COUPE,2.0
I/ASIA CNS LANCHE CO.MC,2.0
I/APRILIA SR MOTARD 125,2.0
I/APRILIA RSV4R 1000CC,2.0
I/AMGC HUMMER H2 4WD,2.0
I/APRILIA RSV 4,2.0
R/DREYER VTAVTR 2E,2.0
I/APRILIA LEONARDO 250,2.0
I/APOLLO ORION AGB30 WR2,2.0
R/EASY ETR,2.0
I/AMGC HUMMER HMC4 6.5T,2.0
I/AMGC HUMMER H2 SUT 4X4,2.0
I/MBENZ 312 SPR CORTEZI1,2.0
R/ELLFEN DOUN 02ECC,2.0
I/MBENZ 312SF RONTAN AMB,2.0
R/GADEA SIMPLE OPEN,2.0
I/MO ZOOMLION QY100H,2.0
SCANIA/K114IB IRIZAR PB,2.0
GM/S10 24 RONTAN FUNERAL,2.0
R/KIPPER CA 2E,2.0
GM/S10 EXECUTIVE 4X4,2.0
I/MO TADANO ATF110G 5,2.0
SCANIA/G450 A4X2,2.0
R/KRONORTE JULIETA CAN2E,2.0
I/MO TADANO ATF100G 4,2.0
R/LARECAR BC 1,2.0
GM/S10 CAMINHONETE,2.0
GM/S10 ATHOS AMB,2.0
GM/S10 4.3 D,2.0
GM/S10 2.2 E,2.0
I/MO ZOOMLION QY 40V,2.0
R/LIPPEL PDU 200 G,2.0
R/LIPPEL PDU 260 DRCB,2.0
R/LOCARTUDO FRANCA S,2.0
I/MENGDELI KD 250MB2,2.0
R/LOCARTUDO INDIA S,2.0
R/LV CARRETAS FENIX 600,2.0
GM/MANILA HAPALOOSA,2.0
I/MO LINK BELT HTT 8690,2.0
SCANIA/G 440 MIT BOM,2.0
GM/EVM VERANEIO E,2.0
R/KEYTEC CA 500,2.0
I/MO TADANO ATF65G-4,2.0
I/MO TADANO ATF80 4,2.0
R/JVC FTRA 750,2.0
R/GOTTI DOLLIE2E 5AR,2.0
I/MBENZ/SPRINTER TCA MIC,2.0
HOME-CAR/VOYAGE,2.0
HOFSTETTER/2.0,2.0
R/GUERRA AG FG,2.0
R/GUERRA CHARGER BS,2.0
VW/RFINDUSCAR FOZ UMT.MC,2.0
SCANIA/K113 CL 4X2 200,2.0
I/MO XCMG QY 20G-5,2.0
R/HIDRAULASER RDR HL710,2.0
I/MO XCMG QY 20G,2.0
R/ICEBOX 1E CF,2.0
R/IRMAOS CLARA CA 2E,2.0
GURGEL/ITAIPU E400 CS,2.0
I/MO XCMG QAY 25,2.0
SCANIA/INDUSCAR MONDEG U,2.0
I/MO TEREX T340,2.0
SCANIA/G500 B6X4 XT CS,2.0
GM/SULAMERICANA MIRAGE,2.0
I/MO TEREX LT1055 B1,2.0
TAMBABA/JAWS S,2.0
I/CADILLAC XLR CONV,2.0
I/M.BENZ 300 GD,2.0
I/NISSAN SENTRA 1.8S,2.0
I/DODGE D100,2.0
I/DODGE CHARGER SUPER BE,2.0
M.BENZ/AROCS 3352 S 6X4,2.0
I/FIAT DUCATO ROCHA AMB,2.0
M.BENZ/AROCS4851 K8X4,2.0
I/FIAT DUCATO UNITR AMB2,2.0
I/DODGE CHARGER RALY 440,2.0
I/M.BENZ VACANZA 310.CM,2.0
I/DODGE CHARGER DAYTONA,2.0
I/DODGE CHARGER DAYTO RT,2.0
I/DODGE CHALLENGER SXT,2.0
I/DODGE CHALLENGER SRT H,2.0
I/DODGE CHALLENGER HELLC,2.0
I/FIAT MRE CGPI,2.0
I/DODGE CHALLENGER DEMON,2.0
I/DODGE CHALLENGER CONV,2.0
I/DODGE CHALLENGER 2D,2.0
I/FIAT UNO MILLE EP,2.0
I/PEUGEOT 307 CC 20M,2.0
I/DODGE CARAVAN SE,2.0
I/DODGE CORONET RT CONV,2.0
M.BENZ/ACTROS 2553S,2.0
I/DODGE POLARA,2.0
I/FIAT DUCATO NIKS P,2.0
I/DODGE NITRO SXT 4X4,2.0
M.BENZ/712 E BV VIGILAN,2.0
I/FIAT CROMA HLX 2.2 AUT,2.0
I/DODGE NITRO RT AT 4X4,2.0
I/M.BENZ SLR,2.0
I/DODGE NITRO RT 4X4,2.0
I/DODGE GRANDCARAVAN 3.8,2.0
I/FIAT DUCATO ALLT AMB,2.0
I/FIAT DUCATO AMBULANCIA,2.0
I/FIAT DUCATO FFORMA ESC,2.0
I/DODGE GRAN CARAVAN SXT,2.0
I/FIAT DUCATO GREENCA ES,2.0
M.BENZ/AC1316 TOPLINE CE,2.0
I/DODGE DART SEDAN,2.0
I/FIAT DUCATO MARTICAR P,2.0
I/DODGE DART GT COUPE,2.0
I/FIAT DUCATO NIKS 16P,2.0
I/DODGE DART COUPE,2.0
I/DODGE DART CONV,2.0
SCANIA/S540 A4X2,2.0
VW/COMIL MODIFICAR LE.ON,2.0
I/FORD BRONCO WAGON,2.0
I/DODGE CARAVAN 3.0,2.0
I/DAJIANG SOLEIL SB150,2.0
I/DAJIANG SLUNCE SB150,2.0
I/DAJIANG ELIOS SB150,2.0
M.BENZ/BUSSCAR MINIMIC O,2.0
I/DAJIANG BX260 CF,2.0
M.BENZ/BUSSCAR VETT.ON,2.0
I/PEUGEOT 307 PASSIO 20M,2.0
I/DAIMLER BENZ 1928 AK,2.0
SCANIA/R620 A6X2,2.0
M.BENZ/CAIO CAROLV OF814,2.0
I/FORD EXPEDITION 4WD,2.0
I/FORD EXPLORER XLS 4WD,2.0
I/CSR NKD 0,2.0
TROLLER/PANTANAL LD S4CH,2.0
I/FERRARI 458 COUPE,2.0
VW/GOL SPORT,2.0
I/OPEL GT COUPE,2.0
M.BENZ/CIFERAL AGILIS M,2.0
I/CORD BEVERLY,2.0
I/DAYANG DY125 18,2.0
I/DAYANG DY150 GY,2.0
I/FORD EDGE TITANIUM,2.0
I/DESOTO FIREDOME SPORTS,2.0
I/DODGE CALIBER SXT,2.0
I/FORD BRONCO XLT,2.0
M.BENZ/ATRON 2324 DPCE,2.0
I/PACCAR KENWORTH C500,2.0
I/DFM MINITRUCK 1.0 CB,2.0
I/DFM MINIMPV 1.3,2.0
VW/COMIL ATHOS MC.ON,2.0
I/DFM MINIMPV 1.0,2.0
I/FORD CHAPEMEC F1000,2.0
I/OSHKOSH AS 32 P-19,2.0
I/DESOTO FIREDOME COUPE,2.0
VW/CIFERAL MINIMAX ON,2.0
I/DESOTO CUSTOM,2.0
I/FORD CUSTOM COUPE,2.0
I/DESOTO ADVENTURER HARD,2.0
I/DERBI PADDOCK LC,2.0
M.BENZ/AXOR 2533 L,2.0
I/M.BENZ SLK 350 CONVERS,2.0
M.BENZ/712 C TECAR PAS35,2.0
I/DODGE RAM 1500 4X4,2.0
I/M.BENZ SL 230,2.0
I/M.BENZ SPRINTER JLV MC,2.0
I/DUCATI MONSTER S4R,2.0
M.A./CODIMAQ,2.0
I/PEUGEOT 3008 SPORT,2.0
M.A./DEUTZ,2.0
I/PEUGEOT 306 PASSION B,2.0
I/DUCATI MONSTER S4,2.0
M.A./FORMAC,2.0
M.A./GROVE TMS 345,2.0
M.A./IDEAL,2.0
I/M.BENZ SPRINTER 316,2.0
M.A./JONES 45 T-IMP,2.0
I/M.BENZ UNIMOG U2150L38,2.0
L'AUTOCRAFT/THANDER,2.0
I/DUCATI M 900 B D,2.0
I/DUCATI M 600 B,2.0
M.A./MILAN,2.0
I/M.BENZ SPR 416 EURO.CM,2.0
M.A./NORTH,2.0
I/DUCATI HYPERMOTAR1100S,2.0
I/DUCATI MULTISTRADA1200,2.0
I/M.BENZ UNIMOG U 1300L,2.0
M.BENZ/710 TCT CD,2.0
SCANIA/T124 LA4X2NA 420,2.0
SCANIA/T143 H,2.0
I/FERRARI 308 GT4 DINO,2.0
I/FERRARI 308 GT4,2.0
VW/FOX EU,2.0
I/FAUN,2.0
I/FACEL VEGA,2.0
I/EXCALIBUR PHAETON CONV,2.0
I/EDSEL CORSAIR CONVERS,2.0
I/PEUGEOT 206,2.0
I/DUCATI STREETFIGHTER S,2.0
LR/EVOQUE HSE TD4,2.0
I/DUCATI SPORTCLASS 1000,2.0
I/FERRARI 488 PISTA SPID,2.0
I/M.BENZ UNIMOG U 100L,2.0
I/DUCATI SPORTC PS1000LE,2.0
I/M.BENZ UNIMOG 416,2.0
I/DUCATI PANIGALE R,2.0
SR/TERRA EX3 30T,2.0
I/M.BENZ UNIMOG 1300 L,2.0
VW/FUSCA AUTOMOVEL,2.0
I/M.BENZ V220 CDI,2.0
SR/TECNOCEG TRANSTRUCKS,2.0
I/FERRARI MONDIAL 8,2.0
SR/TICEL SEC260,2.0
I/DODGE ROYAL COUPE,2.0
I/DODGE RAM WAGON 2500,2.0
I/DODGE RAM VETTURA.CM,2.0
M.BENZ/2638,2.0
I/FIAT 110F BELINA 500L,2.0
I/FIAT 124 SPIDER CONV,2.0
VW/FALCON,2.0
I/DODGE RAM CHARGER,2.0
I/DODGE RAM B250,2.0
I/DODGE RAM 2500 LARAMIE,2.0
I/FIAT 500 ABARTH CONV,2.0
I/FIAT 500 F,2.0
I/DODGE RAM 1500 SPORTRT,2.0
I/DODGE RAM 1500 QUADCAB,2.0
M.BENZ/710 CHAVANTE BRUT,2.0
I/DODGE RAM 1500 EXPRESS,2.0
I/FIAT 600,2.0
I/FIAT BERLINA 500L,2.0
M.BENZ/1935 RODOKINHO CT,2.0
M.BENZ/1728 TRUKAM CA,2.0
M.BENZ/1728 MASTER,2.0
M.BENZ/1621 NEOBUS SPECT,2.0
M.A./VIBRO,2.0
M.BENZ/0500M INDUST SUP,2.0
I/DUCATI 1199 PANIG S T,2.0
SCANIA/T112 MA 4X2 SETEC,2.0
I/FERRARI MONDIAL COUPE,2.0
I/DUCATI 1199 PAN S TRI,2.0
M.BENZ/1516,2.0
VW/FER CAR BAJA BUGGY,2.0
I/DONGYANG SY150 SHADOW,2.0
M.BENZ/1723 TOPLINE,2.0
VW/FUSCA SULAM 1300 C,2.0
I/PACKARD EIGHT CONV,2.0
M.BENZ/1718 TOPLINE,2.0
I/DODGE2500 M.TRAILER.CM,2.0
I/DODGE WAYFARER,2.0
I/DODGE VIPER GTS,2.0
I/DODGE VIPER,2.0
I/DODGE SUPERBEE COUPE,2.0
I/CONTINENTAL FLYER,2.0
I/M.BENZ SL 65 AMG BS,2.0
I/CONDOR A350,2.0
I/CHEVROLET CHEVELLE MALI,2.0
M.BENZ/MULTIEIXO 2726 CM,2.0
I/CHEVROLET CORVETTE C4,2.0
I/CHEVROLET CORVETTE 2LT,2.0
SCANIA/R124GB6X4NZ 360,2.0
M.BENZ/O 321 HLUE,2.0
M.BENZ/O 321 HS,2.0
I/CHEVROLET CORVAIR,2.0
M.BENZ/O 352 HLS,2.0
M.BENZ/O 370 UP,2.0
M.BENZ/OF 1314 101.ON,2.0
VW/KOMBI TELECOMUNICAC,2.0
M.BENZ/O 371 TRAMELA.ON,2.0
I/CHEVROLET CAMARO Z28 H,2.0
I/CHEVROLET CAMARO Z28,2.0
SCANIA/R124GA6X4NZ 470,2.0
I/CHEVROLET CAMARO V6,2.0
I/CHEVROLET CAMARO SSHAR,2.0
I/CHEVROLET CAMARO SS CO,2.0
M.BENZ/MULTIEIXO 2533 CM,2.0
I/M.BENZ ML320 CDI SUV,2.0
VW/BMB 25.370 CLM 8X2,2.0
I/CHEVROLET CORVETTE LT,2.0
M.BENZ/LS 1313A,2.0
M.BENZ/LS 1525 SETEC CM,2.0
I/CHEVROLET IMPALA SS C,2.0
SCANIA/R142 HW 6X2 INT,2.0
M.BENZ/LS 1630 SETEC CM,2.0
M.BENZ/LS 1634 SETEC CM,2.0
I/CHEVROLET HHR SS,2.0
I/CHEVROLET G20 VAN,2.0
I/CHEVROLET EQUINOX LS,2.0
I/CNHTC HOWO SINOTRUK 64,2.0
M.BENZ/MASCA GRANFLEX EO,2.0
I/M.BENZ MOTORCASA.CM,2.0
I/CHEVROLET DELUXE COUPE,2.0
M.BENZ/MOVE BLD,2.0
M.BENZ/MPOLO 101.ON,2.0
VW/KOMBI FAG COMERCIO,2.0
I/CHEVROLET CORVETTE RC1,2.0
M.BENZ/OF 1313 GIZAK.ON,2.0
I/CHEVROLET CAMARO 2D,2.0
I/CHEVROLET MALIBU LT,2.0
MAGNATA/TAIBA LS,2.0
SCANIA/R114LA4X2NA 380,2.0
MA/CASE FARMALL 80,2.0
I/M.BENZ413 TRAILEMAR.CM,2.0
I/FORD FUSION 1.6,2.0
I/NISSAN TIIDA PREMIUM,2.0
MA/NEW HOLLAND TT 75,2.0
I/CHARMING BULL SPORT120,2.0
I/CHARMING BRAVAX BVX125,2.0
VW/MASCA ECOXTECNO .ON,2.0
I/CHEVROLET CAMARO 1LS,2.0
SR/TRUDEL CT 04 E,2.0
I/FORD FUSION SE FWD,2.0
MARAJA,2.0
I/NISSAN TERRANO II 3T,2.0
MARCOPOLO/ENGEVEL MOV.ON,2.0
I/NISSAN SENTRA SE-R,2.0
I/CHANGAN BENNI 1.3,2.0
I/M.BENZ515CDI UNIVID.CM,2.0
TUTTO/M.POLO TORINO GV,2.0
I/M.BENZ313CDI UNIVID.CM,2.0
MA/AGRALE 5075,2.0
MA/AGRALE 4230,2.0
SCANIA/R124GA4X2NZ 470,2.0
I/CHEVROLET CADILLAC CTS,2.0
I/CHEVROLET C20 FLEETSID,2.0
I/CHEVROLET C10 SILVERADO,2.0
I/NISSAN XTERRA S,2.0
I/CHEVROLET BLAZER 4X4,2.0
I/CHEVROLET BISCAYNE SED,2.0
I/CHEVROLET BELAIR WAGON,2.0
SCANIA/R124CB6X4NZ 420,2.0
SR/AIZ SRCAQR 2E,2.0
M.BENZ/OH 1628 L HOBBY M,2.0
M.BENZ/OH1418 VETTURA GR,2.0
I/NISSAN X-TRAIL 2.4,2.0
M.BENZ/TECNOBUS M-33,2.0
M.BENZ/TRUCKSREIS LS2638,2.0
I/CHEVROLET AVALANCHELTZ,2.0
SCANIA/R124 GA6X4NA 420,2.0
I/M.BENZ NCV2,2.0
M.BENZ/LS 2638 VERTRUCKS,2.0
I/CHEVROLET MASTER 85,2.0
I/CHRYSLER PLYMOUTH PROW,2.0
I/CHRYSLER PACIFICA LTD,2.0
M.BENZ/L 2218,2.0
I/CHRYSLER PACIFICA HB T,2.0
I/FORD F250 LARIAT,2.0
I/CHRYSLER NEWPORT SEDAN,2.0
I/CHRYSLER NEWPORT HDTP,2.0
I/FORD F-150 SHELBY,2.0
I/M.BENZ NEW S515 EL.CM,2.0
M.BENZ/L 2638 TRUKAM CA,2.0
I/CHRYSLER NEON SPORT 20,2.0
I/CHRYSLER NEON,2.0
I/PEUGEOT 307HB PRESEN A,2.0
M.BENZ/L1519 CARMETAL CA,2.0
I/M.BENZ S65AMG CO,2.0
I/OLDSMOBILE SUPER88,2.0
I/CHRYSLER IMPERIAL L B,2.0
I/CHRYSLER IMPERIAL CONV,2.0
I/CHRYSLER PACIFICA TOURI,2.0
I/CHRYSLER SARATOGA COUP,2.0
M.BENZ/LAS 1111,2.0
M.BENZ/JOFEGE 2423 368X4,2.0
M.BENZ/L 1318 TOPLINE CE,2.0
SR/TECNISOLDA TANQUE 3E,2.0
I/CITROEN 11 LIGEIRO,2.0
I/CITROEN C4 16I COLLECT,2.0
I/FORD F150 FX4 4X4,2.0
SCANIA/R480 A8X2 4,2.0
I/FORD F150 LARIAT S,2.0
I/FORD F250,2.0
VW/BUSSCAR MICRUSS L,2.0
I/M.BENZ SCHEID S 515.CM,2.0
VW/GUARARAPES ALFA 8,2.0
VW/GUEPARDO,2.0
I/CHRYSLER WINDSOR 6CYL,2.0
I/CHRYSLER VOYAGER 2.4,2.0
I/CHRYSLER TCOUNTRY LMT,2.0
I/OLDSMOBILE DYNAMIC 88,2.0
I/CHRYSLER SEBRING TOUR,2.0
I/M.BENZ SERRO 515 S.CM,2.0
I/CHRYSLER DURANGO SXT,2.0
I/CHRYSLER CORDOBA HARTP,2.0
I/CHEVROLET TAHOE LT,2.0
I/CHITUMA 150ZH 10,2.0
I/CHEVROLET VEGA HATCH,2.0
I/OLDSMOBILE 88 SEDAN,2.0
SR/AGROMERICA SRCP 2E,2.0
SR/TANKSPAR SRTQ 1ED,2.0
I/CNHTC HOWO A7 6X4,2.0
M.BENZ/LK 2638 SETEC TCT,2.0
M.BENZ/LK2638 ROSSETTI T,2.0
I/CHEVROLET SUBURBAN LTZ,2.0
I/M.BENZ S550,2.0
M.BENZ/LO915 WALKBUS L20,2.0
I/CHEVROLET SCOTTSDALE,2.0
I/CHEVROLET PICKUP,2.0
I/CHEVROLET NOVA COUPE,2.0
SR/AIZ SRCA 3ED,2.0
I/CHEVROLET MONTE CARLOC,2.0
VW/KARMANN-GHIA TROCAR,2.0
VW/BRASILIA AUTOMOVEL,2.0
I/CHONGQING MT 125,2.0
I/M.BENZ VIANO,2.0
I/CHRYSLER 300G,2.0
M.BENZ/LK 1218 R,2.0
M.BENZ/INDUSCAR U MC1.ON,2.0
M.BENZ/INDUSCAR GI R 147,2.0
I/OLDSMOBILE CUTLASS S,2.0
M.BENZ/LB 2220 CAMINHAO,2.0
I/CHRYSLER CARAVAN SE,2.0
I/CHRYSLER ASPEN SIGNATU,2.0
I/CHRYSLER 300LX,2.0
I/CITROEN JUMPER FG L2H2,2.0
I/CITROEN 2CV 6,2.0
I/CITROEN JUMPY ALLT AMB,2.0
I/OPEL ASTRA,2.0
I/M.BENZ S320L,2.0
SCANIA/R410 A4X2C,2.0
SR/RDVL CA 3E B,1.0
TOYOTA/COROLLA XEI AT 18,1.0
TUTTO/RD 70,1.0
SR/RANDON SR FG FR 03ED,1.0
TOLEDO/F.PROPRIA TRIC,1.0
ZIG,1.0
V. PEREIRA/F.PROPRIA TRI,1.0
SR/TEREX RB TANQUE,1.0
V.CORRADI/F.PROPRIA TRIC,1.0
TOYOTA/COROLLA XLI 18MT,1.0
TOYOTA/COROLLA XEI18 GAS,1.0
TUKANO/TUKA STD,1.0
SR/SOUFER PR 2E,1.0
SR/SOUFER CFE 2E,1.0
TUTTO/IBRAVA TROLEBUS.ON,1.0
UBIRAJARA/F.PROPRIA TRIC,1.0
U.CHICRALA/F.PROPRIA TRI,1.0
U.LOFFREDO/F.PROPRIA TRI,1.0
SR/SUMMER TRAILER2E VTAV,1.0
YAMAHA/YBR 125 SOLMAK CA,1.0
V.CABRINI/F.PROPRIA MOTO,1.0
TROLLER/PANTANAL LD S2CA,1.0
SR/SVEDALA CMB D153,1.0
TROLLER/PANTANAL HD S4CH,1.0
ZANINI/F.PROPRIA TRIC,1.0
ZARDO/F.PROPRIA TRIC,1.0
SR/TERRA EX2 MBO,1.0
SR/SERRANA PRANCHA 32X,1.0
SR/RDVL CA 3E PM T B,1.0
VIRGINIA/F.PROPRIA UTL,1.0
VOL.BUSS/F.PROPRIA TRIC,1.0
SR/SANVAS,1.0
SR/VILACOS SR3EBA,1.0
SR/SAO PEDRO SRFB 1E,1.0
SR/RODOREY PRANCHA 1E,1.0
SR/VINCENZI VTAVTR 2E,1.0
VOLKS/BUSSCAR MAXI M V R,1.0
SR/VIRGILIO F.PROPRIA,1.0
VALTERSON/F.PROPRIA TRIC,1.0
SR/TROPPA CARTUDO 4E,1.0
SR/VITAL MARRARA SRSL CV,1.0
SR/RODOMONDI BASC. 3E,1.0
VOLKS/BUSSCAR SUP M SS U,1.0
SR/SAOJOAO PR CG,1.0
SR/SAOPEDRO SRPT 2E,1.0
VALNEMER/F.PROPRIA TRIC,1.0
VOLNEI BUSS/F.PROPRIA TR,1.0
VOLVO NH12 340 6X2T,1.0
SRM/NUNES CA 1E,1.0
VALMI/F.PROPRIA TRICICLO,1.0
VOLVO/B10M BIART 285EDC,1.0
VOLVO/B10M FURGOBENTO.ON,1.0
SR/SCHIFFER SSC3E CA TT,1.0
VL.FRANCO/F.PROPRIA TRI,1.0
SR/ROTAL F.PROPRIA,1.0
V.DORNELLAS/F.PROPRIA TR,1.0
VALTUR/F.PROPRIA TRIC,1.0
SR/RODOVALE PR CT 6E,1.0
SR/TRUDEL RDL 2E,1.0
SR/RODOVALE FLORESTAL 2B,1.0
SR/RODOVALE CF,1.0
SR/RODOVALE C PRANCHA 1E,1.0
SR/RODOVAN PR 3R,1.0
VICTOR COHEN/F.PROPRIA T,1.0
VERCESI/F.PROPRIA,1.0
VILMAR/F.PROPRIA TRIC,1.0
RENAULT/M REVESCAP TE,1.0
SR/TRUCKGALEGO BS 2E,1.0
VAZQUEZ/F.PROPRIA 113 MB,1.0
RENAULT/M REVESCAP L1H1,1.0
SR/URSO SRU TM,1.0
SR/URSO SRU VPC,1.0
SR/TRUCKGALEGO AL 1E,1.0
SR/USICAMP SR CT US 4E,1.0
SR/TRUCKAR CF 3E,1.0
RENAULT/LOGAN EXP 1616V,1.0
VASCONCELOS/F.PROPRIA TR,1.0
RENAULT/M MICRO JI,1.0
VAN DYCK/F.PROPRIA TRIC,1.0
SR/USICAMP SRBASC 3E,1.0
STEINMETZ/F.PROPRIA TRIC,1.0
STELMAK/F.PROPRIA TRIC,1.0
SR/RODOFORTSA SRPR 3E,1.0
VOLVO/B250R 4X2,1.0
SR/TICEL,1.0
V.PIMENTEL/F.PROPRIA AUT,1.0
T.LOURIVAL/F.PROPRIA TRI,1.0
T.NOCE/F.PROPRIA AUT,1.0
SR/THOR 3E30T,1.0
TABANEZ/F.PROPRIA TRIC,1.0
SR/THERMOSARA SR FG 2E,1.0
TAMOYO/F.PROPRIA TRIC,1.0
SR/RHODOSS CT3 CPT,1.0
SR/TESTON CT2EBTDG,1.0
SR/RFCOM BROADTV UM03,1.0
TARSO/F.PROPRIA TRIC,1.0
V.LOPES/F.PROPRIA AUTO,1.0
V.FRANCO/ F.PROPRIA TRIC,1.0
TAVOLA/F.PROPRIA TRIC,1.0
TECNOBUS/BUSSCAR VBUSS R,1.0
TECNOBUS/SUPERBUS 4 T.13,1.0
RENAULT/MASC TOURLIFE.CH,1.0
TERRA/F.PROPROA TRIC,1.0
THESEU LOPES/F.PROPRIA T,1.0
V.FANTINEL/F.PROPRIA TRI,1.0
SR/REAL IR SR 2EQ,1.0
SR/RDVL DL 2E B,1.0
SR/RHODOSS SV3 BSD,1.0
SR/RHODOSS TQ AP PP 3E D,1.0
SR/RHODOSS TQ AP PP 3E T,1.0
SR/RODOEIXO PR CT 2E,1.0
VALDIR.SIL/F.PROPRIA TRI,1.0
SR/RODOFORTSA SRPL 1E,1.0
VOLVO/B270F 4X2,1.0
SR/TRIANGULO SRMT 12,1.0
SR/SERGOMEL SRTTL 02 3E,1.0
SR/RODOVALE PR CT 5E,1.0
SR/SIDERSUL CAB3E,1.0
SR/TRATORTEC P3,1.0
SR/TR BORGO2 F.PROPRIA,1.0
SR/RODOEIXO PR CT 3E,1.0
VALDENIR/F.PROPRIA TRIC,1.0
V.SCHWARTZ/F.PROPRIA TRI,1.0
SUNDOWN/HAWK 150,1.0
SR/RODOEIXO BASCU 2E,1.0
SR/RODOCEG TQ 3E,1.0
SR/SIEPIERSKI SRCR CP,1.0
SR/RODOBRAS CF 03E,1.0
VADERS/F.PROPRIA,1.0
V.SILVA/F.PROPRIA TRIC,1.0
SR/RODAL LOG F.PROPRIA,1.0
SR/RODAL F.PROPRIA,1.0
SR/TICEL TT90.4,1.0
SR/TANESFIL CF 03E,1.0
S.GISMAIR/F.PROPRIA TRIC,1.0
SR/RANDON SR CT 03E,1.0
SCANIA/R500 A6X4 XT,1.0
SCANIA/R124CA6X4NZ 400,1.0
VW/KOMBI VIACAR 12,1.0
SCANIA/R124GA6X2NZ 420,1.0
SCANIA/R124GB6X4NZ 400,1.0
SCANIA/R124GB6X4NZ 420,1.0
VW/KOMBI CIRILOMC.CH,1.0
SCANIA/R164GB4X2NZ 580,1.0
VW/IRIZAR I6 R,1.0
VW/INDUSTREILER BSTAR.ON,1.0
VW/HIDRAULASER 17.250CLC,1.0
SCANIA/R450 A6X2NA,1.0
SCANIA/R500 A4X2,1.0
SCANIA/R540 A6X2,1.0
RENAULT/NEW MASTER L3.CH,1.0
SCANIA/S500 A4X2,1.0
VW/GOL COUNTRY 1.6,1.0
SCANIA/S620 A6X4,1.0
VW/GOL 4GVE ELETRICO EGA,1.0
SCANIA/T112 EW 4X2 INT,1.0
VW/GOL 1.8 COPA,1.0
VW/TRAILCAR COMMANDTR.ON,1.0
VW/TROCAR FUSCA MOD ANT,1.0
VW/FUSCA SULAM 1600 C,1.0
VW/TRUCKSREIS 18310,1.0
VW/TRUCKVAN 24280 MC2.CM,1.0
SCANIA/T113 H 6X2 320,1.0
SCANIA/R124 400 ARDX CA,1.0
SCANIA/R114GB4X2NZ 330,1.0
SCANIA/R113 HK,1.0
SCANIA/R113 E,1.0
SCANIA/P320 B8X2 XT,1.0
SCANIA/P360 B4X2 XT CS,1.0
SCANIA/P410 LA4X2HNA,1.0
SCANIA/P450 B6X4 XT CS,1.0
SCANIA/P94 GB4X2NZ 260,1.0
SCANIA/P94CB8X4NZ 270,1.0
SCANIA/P94DB4X2NZ 270,1.0
VW/NEOBUS MEGABRT A,1.0
SCANIA/R 420 A6X2 4,1.0
SCANIA/R 420 TRUKAMCA,1.0
VW/MULTIEIXO 19320 PLAT,1.0
VW/MPOLO VETTURA.ON,1.0
SCANIA/R 480 A4X2,1.0
VW/MPOLO SENIOR ESC,1.0
VW/MIGLIO,1.0
SCANIA/R 560 A6X2,1.0
VW/MAXIBUS ASTOR,1.0
SCANIA/R 580 A8X4,1.0
SCANIA/R 620 A8X4,1.0
VW/MASCA GRANVIA MT O,1.0
VW/MASCA GRAN MIDI ESC,1.0
VW/MASCA GFLEX 17230 ON,1.0
SCANIA/R112 HW 6X2,1.0
SCANIA/R112 HW 6X2 S,1.0
SCANIA/R113 360 MASTER,1.0
SCANIA/T114 GB4X2NZ 360,1.0
