Marca_Modelo,Quantidade
FIAT/PREMIO SL IE,447.0
SC/SAIDECAR SG,447.0
VW/VOYAGE CITY MA S,447.0
VW/GOL 1.6 RALLYE GIV,446.0
I/AUDI A3 SPB 1.4TFSI,446.0
REB/REK,446.0
VOLVO/N10 XH,445.0
I/NISSAN XTRAIL GX,445.0
IMP/FORD F1000 SS,445.0
VW/SAVEIRO AMBULANC 1.6,445.0
MOTOR-CASA/MICROONIBUS,445.0
BRANDY/FOSTI FT125 A,445.0
REB/KARMANN C.RM 302,445.0
IMP/SUBARU FORESTER 4WD,444.0
HAOBAO/HB 110-3,444.0
IMP/PEUGEOT 306 XN,444.0
IVECO/TECTOR 240E25S,444.0
IVECO/DAILY35S14 GRANFUR,444.0
I/PORSCHE 911 CARRERA S,443.0
SC/SAIDECAR SC,443.0
CHERY/TIGGO 2 1.5 ACT,443.0
FIAT/140,443.0
I/KIA MOHAVE EX 3.8L V6,443.0
FORD/DEL REY 1.8 GL,443.0
M.BENZ/LK 2638,442.0
I/PEUGEOT 208 GRIFFE 1AT,442.0
VOLVO/B10M 6X2,442.0
I/LONCIN ITALIKA AT110,442.0
IMP/SANYANG HUSKY,442.0
I/M.BENZ413CDI SPRINTERF,441.0
REB/WENDT,441.0
VW/31.260 E,441.0
I/M.BENZ C 280,441.0
VOLVO/NEOBUS MEGABRT A,440.0
MBENZ/CIFERAL TURQUESA U,440.0
SCANIA/SCANIA-VABIS 75,440.0
SOUZA/TR 150 ZH3,439.0
VW/35.300,439.0
HARLEY DAVIDSON/FLH RXS,439.0
TRIUMPH/STREET TRIPLE RA,439.0
FORD/ENGERAUTO DUO,438.0
REB/REK CM2,438.0
I/PEUGEOT 307 SW 20A,438.0
IMP/CHRYSLER CARAVANSE24,438.0
REB/RONIMAR CTR2,438.0
I/RENAULT CLIO AUT1616VS,438.0
VW/COMIL VERSATILE R,437.0
HAOBAO/HB 150,437.0
I/PEUGEOT EXPERT EUROLAF,437.0
YAMAHA/DT 180 L,437.0
DKW/BELCAR,437.0
GM/CHEVROLET 13000,436.0
I/VW GOLF COMFORTLINE MC,436.0
R/MTREILHEE LAGOS RF,436.0
VW/12.140,436.0
TRIUMPH/STREET TRIPLE RS,436.0
IMP/HONDA CR-V RVI,436.0
R/MJC II C ABERTA,436.0
GM/ASTRA HB 2P ELEGANCE,435.0
I/SUZUKI VITARA 4SPO 2WD,435.0
VW/MASCA GRAN MIDI U,435.0
MARCOPOLO/VOLARE W9C ON,434.0
IMP/PONTIAC,434.0
YAMAHA/YZF R3 MONSTER,434.0
REB/GABI,434.0
I/BMW X5 4.8I FE81,433.0
I/MINI CYMANALL4 COOPERS,433.0
I/DODGE JOURNEY RT AWD,433.0
I/FORD RANGER XLT 12F,433.0
VOLVO/FH12 380 4X2 T,433.0
FIAT/DUCATO MAXI,432.0
IMP/JIALING JH 125,432.0
R/CALACA ARC 501,432.0
FERCAR/NAJA ONE,432.0
VOLVO/MPOLO VIALE A,432.0
R/VOLPATO CB,431.0
SCANIA/F113 HL,431.0
R/PAES PN 01,431.0
AGRALE/TX 1600D RD,431.0
SCANIA/K112 33 S,431.0
I/FIAT DUCATO 15,431.0
VW/VOYAGE S 1.8,431.0
I/FORD RANGER XLS4STMA32,430.0
REB/ADD ACB-250,430.0
I/NISSAN VERSA EXCL CVT,430.0
I/JIALING TRAXX JH250E5,430.0
IVECO/EUROCARGO 230E24,429.0
REB/MUTIRAO,429.0
IVECO/VERTIS 130V19,429.0
JTA/SUZUKI DR-Z400E,429.0
SR/SCHIFFER SSC2ECA DIAN,429.0
SR/ROSSETTI FG ST03,429.0
FORD/CORCEL GL,429.0
REB/FORCLAM,428.0
I/M.BENZ C 180 CGI COUPE,428.0
SCANIA/K113 CL 4X2 360,428.0
I/MERCEDES BENZ C180,428.0
IVECO/STRALIS 460S36T,428.0
TRIUMPH/BONNEVILLE T120B,428.0
I/LR EVOQUE SE,428.0
SR/RODOBERCAMP SRCE 2E,428.0
VOLVO/FH12 420 6X4T,428.0
NISSAN/FRONTIER PLAT 4X4,428.0
VW/POLO SEDAN 1.6 EVID,428.0
I/KAWASAKI NINJA ZX 10R,428.0
I/KAWASAKI ZX600,428.0
I/VW JETTA TL AC,428.0
VW/23.230 WORKER 6X2,427.0
REB/MOBITECHS MBT 01,427.0
I/M.BENZ B 200 T,427.0
LR/DISC SPT D180 HSE,427.0
GM/CHEVETTE GP,426.0
I/FORD FUSION TITGTDIFWD,426.0
I/VOLVO XC90 T6 INSCRIPT,426.0
I/JAC V260,426.0
I/PORSCHE CAYENNE TURBO,426.0
SR/SCHIFFER SSC2ECA TRAS,425.0
JPX/MONTEZ CD,425.0
KASINSKI/QJ125U,425.0
VW/24.260 CRM 6X2,425.0
REB/MARRECO,425.0
GM/S10 RODEIO 2.8 D,425.0
TROLLER/T4 XLT AT,424.0
FORD/ESCORT 1.8I GHIA,424.0
SR/KRONORTE BT2,424.0
BRAMONT/GARINI GR150 P,424.0
IMP/VOLVO FH12 380 4X2,424.0
IVECO/DAILY35S14 FURGONE,424.0
FIAT/LINEA TURBO T-JET,423.0
FORD/FIESTA 10TIT GTDI A,423.0
M.BENZ/O 400 RSD,423.0
FORD/CARGO 4331 S,423.0
I/M.BENZ 312D SPRINTER C,423.0
GM/BLAZER DLX 4X4,422.0
GM/CHEVROLET D6503,422.0
FORD/FIESTA 16TIT,421.0
IMP/MERCURY,421.0
BUENO/MOTO MS JBR 125PAS,421.0
FORD/KA SE PLUS 1.5 HAB,421.0
R/SANTIAGO STG002,421.0
MARCOPOLO/VOLARE V6 ON,421.0
IVECO/STRALIS 570S46T,420.0
SR/EGSA TQ M03,420.0
REB/TELACAR CA 50,419.0
MIURA,419.0
M.BENZ/OF 1721,419.0
IMP/KIA K3600 S,419.0
IMP/CITROEN XSARA EX 2.0,419.0
I/LR DISC SPT SD4 HSE 7L,419.0
I/HAFEI START PICK UP CD,418.0
I/SUZUKI SCROSS AWD GLX,418.0
GM/BLAZER DLX 4.3 4X4,418.0
I/TOYOTA HILUX 4CDK SR,418.0
I/FORD EXPLORER LTD V8,417.0
SR/GUERRA CHARGER GR,417.0
I/LR DISC SPT SD4 SE,417.0
I/M.BENZ SPRT ALTECH AMB,417.0
I/VOLVO XC40 T5H RDESIGN,417.0
PEUGEOT/BOXER F330C 23S,416.0
SR/KRONORTE BT1,416.0
GM/S10 DLX 2.8 D 4X4,416.0
IMP/OLDSMOBILE,416.0
SCANIA/R 440 A4X2,415.0
FORD/F400,415.0
GM/S10 2.5 D,415.0
REB/BUENO TR CARGA MIN 1,414.0
I/FORD FOCUS SE AT 2.0HB,414.0
I/H.DAVIDSON XL 883,414.0
I/FIAT CRONOS 1.8 AT,414.0
I/VW GOLF HIGHLINE MA,414.0
FORD/CARGO 1217,414.0
SR/FACCHINI SRF BTED,414.0
I/CITROEN BERLINGO FGPL,414.0
HONDA/XL 350,414.0
SR/LIBRELATO TTFLCTOR 2E,414.0
R/CAB BARCO 500,413.0
IMP/VW POINTER GLI 1.8,413.0
IMP/RENAULT 19 16S,413.0
VW/SANTANA SPORT 2000I,413.0
GM/CHEVROLET C1414,413.0
I/PORSCHE MACAN S,413.0
I/M.BENZ ACTROS 2546 LS,413.0
REB/RANDON SR FC FR,413.0
SR/GOTTI SRTACL3E 125,412.0
JCC/SPORT V01,412.0
FORD/ECOSPORT SE AT 2.0B,412.0
VOLVO/NL10 280,411.0
REB/UNICARR TCL,411.0
R/ROBY RB02,411.0
I/FORD EDGE 3.5,411.0
BMW/F800 GS 0B75,411.0
IVECO/TECTOR 260E28,411.0
M.BENZ/ATEGO 1419 CL,411.0
VW/NOVO FOX PEPPER SD,410.0
REB/MOBITECHS MBT 05,410.0
RENAULT/SANDERO RS20MT,409.0
FORD/FIESTA 10SEL GTDI A,409.0
I/GEELY GC2 GL,409.0
R/MS 500A,409.0
KASINSKI/MIRAGE 650,409.0
I/LR DEFENDER 110S 2.4,408.0
I/CHRYSLER 300C,408.0
VW/COMIL PIA ROD O,408.0
VW/BUGGY LOOK,408.0
R/METAL REBOQUES CA01,408.0
I/VW TOUAREG 4.2 V8,407.0
SR/CARVEITEC REBOMOTO,407.0
I/HYUNDAI ACCENT GLS4DR,407.0
I/MERCEDES E430 JF70W,406.0
M.BENZ/LAP 321,406.0
VW/UGGY,406.0
I/M.BENZ SPRINTER MARTM5,406.0
I/MMC PAJERO GLX,406.0
VW/POLO 1.6 E-FLEX,406.0
R/LIBRELATO DLCBQRI2 2E,406.0
M.BENZ/INDUSCAR ATILIS O,405.0
IMP/VOLVO 460 GLT VCB,405.0
KAWASAKI/NINJA ZX10R ABS,405.0
FIAT/FIORINO AMBULANCIA,405.0
I/PEUGEOT 307 PREMIUM AT,405.0
I/NISSAN X-TRAIL SE,405.0
VOLVO/VM 310 6X4R,404.0
GM/ASTRA HB 2P COMFORT,404.0
FORD/CARGO 1933 TL,404.0
VW/14.190 CRM 4X2,403.0
I/PORSCHE CAYENNE PHEV,403.0
I/LR DISCOVERY 3 V8 HSE,403.0
IMP/SUZUKI GVITARA 2.5 W,403.0
I/VOLVO XC60 T8 MOMENTUM,403.0
VW/BRM,402.0
I/FORD RANGER XL 11F,402.0
VW/PUMA GT,402.0
I/BMW X2 SDRIVE20I,401.0
REB/LIESS,401.0
I/H.DAVIDSON XL 883R,401.0
FORD/CARGO 4432 E,401.0
M.BENZ/1418 R,401.0
VW/PARATI CELA 1.8,401.0
REB/4RODAS CARGO,401.0
VW/PUMA GTC,400.0
I/H.DAVIDSON FLHP,400.0
I/BMW 330I EV51,400.0
KAWASAKI/Z650,400.0
REB/BECEESSE,399.0
FORD/D.REY BELINA 1.8 GLX,399.0
TRIUMPH/DAYTONA 675R,399.0
VOLVO/B58 ECO KJ 4X2,399.0
REB/REBOCAR,399.0
I/MINI COOPER 5P,399.0
IVECO/DAILY7012 CC1,398.0
I/LR EVOQUE SE DYNAMIC,398.0
CITROEN/XSARA PICASSO,397.0
I/AUDI A3 2.0T FSI,397.0
I/CITROEN BERLINGO 16 MP,397.0
M.BENZ/O 371,397.0
PEUGEOT/BOXER MARIMAR A,397.0
IMP/VOLVO,396.0
I/CHRYSLER 300C 3.6L V6,396.0
SCANIA/G 380 A6X2,396.0
SCANIA/P124CB8X4NZ 420,396.0
I/JEEP CHEROKEE LIMITED,396.0
VW/15.180 E,396.0
M.BENZ/2726 B6X4,396.0
VW/17230EOD NEOBUS SPEC,396.0
FORD/CARGO 1314,395.0
I/M.BENZ C180FF,395.0
REB/JTRAJANO SPORCARGO,395.0
I/LR DISCOVERY 4 HSE,394.0
AVA/KAWASAKI MAX II,394.0
R/CARRECAR CR2E,394.0
VW/PARATI CELA 1.6,394.0
VW/GOL HL MC,394.0
VW/13.190,394.0
SCANIA/COMIL CAMPIONE R,394.0
I/VW NOVO SPACEFOX CL MA,394.0
FIAT/STRADA SPORTING CE,394.0
REB/FERCIL FA 600,394.0
DODGE/700,394.0
I/FORD FIESTA SD.16SELAT,394.0
REB/DELKA 3M,393.0
I/CHEV SONIC LTZ HB MT,393.0
I/CHRYSLER PTCRUISER TRG,393.0
I/JAC T140,393.0
I/BMW 330I,393.0
VOLVO/COMIL SVELTO U,393.0
VW/17.220 EURO3 WORKER,392.0
RENAULT/MASTER ALLT AMB1,391.0
I/LR DISCOVERY SDV6 HSE,391.0
FORD/CARGO 2842 AT,391.0
VOLVO/MASCA GRANVIA,391.0
HYUNDAI/TUCSON TURBO LTD,391.0
SCANIA/P94GA4X2NZ 310,391.0
I/SUZUKI VITARA 4SPO SE4,391.0
IVECO/STRALIHD 740S42TZN,391.0
SR/GOTTI SRTQL2E 092,390.0
PEUGEOT/208 GT,390.0
R/GRIMALDI ROLL ON OF 2E,390.0
I/CITROEN XSARA BK EX16V,389.0
CHERY/CELER 1.5FLEX FL,389.0
I/AUDI A1 SPB 125CV,389.0
GM/S10 2.5 S,388.0
VOLVO/NL10 320 4X2T EDC,388.0
VOLVO/FM 500 8X4R,388.0
FORD/F250 XL K,388.0
MBENZ/MPOLO PARADISO DD,388.0
MARCOPOLO/VOLARE V6 ESC,388.0
SCANIA/P114GA4X2NZ 340,387.0
I/HYUNDAI H1STAREX SVX,387.0
PEUGEOT/2008 GRIFFE MT,387.0
I/BASHAN QUICK 150,387.0
RENAULT/MASTER MAR TPRE1,386.0
I/IVECOFIAT E 160E21 3,386.0
VW/FOX 1.6 SPORTLINE,386.0
I/HYUNDAI TERRACAN TCI 7,385.0
I/M.BENZ 415 MARIMAR A,385.0
IMP/PGO SUNDOWN SPEED90,385.0
REB/VETTOR REV BRCO,385.0
PEUGEOT/BOXER M350LH 23S,384.0
VW/VOYAGE 1.6 SELECAO,384.0
I/FYM FY150T 18,384.0
JEEP/COMPASS SPORT F 4X4,384.0
I/CITROEN XSARA GLX 20,384.0
I/LEXUS NX300H LUXURY,384.0
I/JAG XE R-SPORT SI4,383.0
I/FORD RANGER XL CS4 22,383.0
DUCATI/SCRAMBLER ICON,383.0
I/M.BENZ GLK 300,383.0
I/BMW X6XDRIVE 5.0I FG81,382.0
VW/40.300,382.0
FORD/DEL REY PRATA,381.0
R/FERREIRA RFAP 01,381.0
FORD/FURGLAINE,381.0
I/MINI COOPER CYMAN,381.0
IMP/HYUNDAI H100 VANSTD,381.0
RENAULT/MASTER FFORMA.ES,381.0
GM/OPALA GRAN LUXO,381.0
FORD/CARGO 1317,381.0
I/M.BENZ GLC220D 4M,381.0
GARINNI/GR150 TI,380.0
FIAT/PALIO 1.6,380.0
VOLKS/BUSSCAR MICRUSS O,380.0
TOYOTA/ETIOS HB XLS15 MT,379.0
FORD/F1000 4X4 TURBO XL,379.0
IMP/DAELIM MESSAGE,379.0
SR/GOTTI SRTQL2E 095D,379.0
I/JAC J3 FLEX SPORT,379.0
AGRALE/9200 TCA,379.0
FIAT/PALIO 1.6 16V,379.0
I/VOLVO V40 2.0 T4 MOMEN,379.0
I/JEEP WRANGLER SPORT,379.0
REB/REAL CORVINA,378.0
IMP/KAWASAKI EN500,378.0
R/BONANZA CA 1E,378.0
M.BENZ/LS 1113,378.0
I/BMW 130I UD51,377.0
CHEVROLET/PRISMA 1.0L LS,377.0
CHEV/SPIN CAVENAGHI ACES,377.0
REB/TRIANON TRM,377.0
I/M.BENZ VITOT119,376.0
IMP/ALFA ROMEO 155 SUPER,376.0
I/M.BENZ C240,376.0
VW/24.280 CRM 6X2 4P,376.0
R/GSW EQUUS CLAUSA,376.0
I/VOLVO XC60 3.0T R-DESI,375.0
VW/23.230 CRM 6X2 4P,375.0
MARINAS,375.0
VW/VOYAGE HL MB,375.0
FORD/DEL REY 1.8 GLX,375.0
SCANIA/R 420 A6X2,374.0
IMP/HONDA XL 250,374.0
REB/KARMANN C.RE 360,374.0
VOLVO/COMIL CAMPIONE R,373.0
I/MERCEDES C240 HA26W,373.0
I/VOLVO XC60 3.0TCOMFORT,373.0
JEEP/RENEGADE NIGHT EG,373.0
I/M.BENZ ML 350,373.0
JTA/SUZUKI LC 1500,373.0
REB/CAMPING-CAR,372.0
I/M.BENZ C200 KOMPRESSOR,372.0
I/VW GOLF COMFORTLINE MA,372.0
HARLEY DAVIDSON/XL1200C,372.0
SR/RHODOSS TQ3 COT,371.0
FIAT/UNO FURGAO 1.5,371.0
FIAT/ALFA ROMEO 2300 TI,371.0
I/BMW 320I VG71,371.0
LR/EVOQUE HSE DYN,371.0
I/FORD RANGER XLT 11X,371.0
CHEVROLET/COBALT GRAPH M,370.0
REB/FACCHINI SRF CB,370.0
SR/RODOLINEA SRCAG 3E,370.0
R/DOIS IRMAOS CA 750,370.0
M.BENZ/L 2216,370.0
FORD/DEL REY BELINA GL,370.0
M.BENZ/2726 6X4,370.0
I/M.BENZ 314CDISTREET C,369.0
VOLVO/VM 270 8X2R,369.0
CITROEN/AIRCROSS FEEL A,369.0
IMP/FIAT PREMIO CSL,369.0
TRIUMPH/SPEED TRIPLE,369.0
I/SUZUKI SCROSS 4SPO 4WD,369.0
REB/CABRINI,369.0
I/M.BENZ B 170,369.0
I/M.BENZ 313 CDI FFBM 28,369.0
KAWASAKI/VERSYS 1000 ABS,369.0
LR/DISC SPT D180 SE 7L,369.0
BRAMONT/GARINI GR150 T3,368.0
I/BENZHOU ALANMOTORS BEE,368.0
BMW/S1000 R,368.0
M.BENZ/LS 1524,368.0
R/PIKO JOA,368.0
R/RESOL CAR BAU PROD 01,367.0
FORD/COURIER XL 1.6 FLEX,367.0
M.BENZ/MASCA GRANMICRO O,366.0
GM/VECTRA COLLECTION,366.0
IMP/MMC EXPO SP,366.0
SELVAGEM/S,366.0
R/LARECAR M500,366.0
I/PEUGEOT 308 GRI16THPFA,366.0
I/PEUGEOT 307SW 20S ALLU,365.0
R/JK TROPICAL,365.0
R/REBOQUE RG MINEIRINHA,365.0
FIAT/IDEA SPORTING DUAL,364.0
FORD/750,364.0
VOLVO/VM 210 4X2R,363.0
IMP/SANYANG PASSING110SR,363.0
IMP/HONDA CIVIC 3D SI,363.0
IMP/NISSAN FRONTIER,363.0
REB/TRAILER,363.0
R/ES CA 2 EIXOS,363.0
I/LR R.R SPT 3.0 TD SE,363.0
VW/16.210 H,362.0
IMP/DAIHATSU FEROZA SX,362.0
VW/GOL SELECAO MB,362.0
RDK/TIGER,362.0
I/PEUGEOT 407SD 20SA ALL,362.0
BYCRISTO/STAR TRICICLO,362.0
I/KIA SPORTAGE EX 2.7 G1,361.0
GM/CHEVETTE MARAJO L,361.0
M.BENZ/O 371 UL,361.0
R/SANTIAGO STG001,361.0
VW/PARATI GL 1.6 MI,361.0
IMP/CITROEN XSARA VTS16V,360.0
I/AUDI A4 3.0,360.0
I/BMW X4 XDRIVE35I,360.0
SR/LIBRELATO BTLOENCR 3E,360.0
IVECO/ECTECTOR 170E22 N,360.0
JTA/SUZUKI GLADIUS,360.0
SR/FACCHINI SRF TC,359.0
TRIUMPH/TIGER EXPL XCX,359.0
IMP/MERCEDES CLK320LJ65W,359.0
FIAT/147 TOP,359.0
MOTOCAR/MCA200,359.0
VW/SAVEIRO C,359.0
MONARK,359.0
GM/CHEVETTE S/R,359.0
GM/CHEVROLET A60,359.0
IVECOFIAT/D4012 MAXIVAN1,358.0
HYUNDAI/HD 80,358.0
GMC/16.220,358.0
IMP/HONDA CIVIC 3D DX,358.0
VW/NEOBUS MEGA U,357.0
IMP/ALFA ROMEO 155,357.0
I/PEUGEOT 407 20A,357.0
HARLEY DAVIDSON/FXST,357.0
TOYOTA/YARIS HA WAY15CNT,357.0
I/PEUGEOT 307SD PRE PK A,357.0
VW/POINTER CL 1.8,357.0
REB/ONCA MS,356.0
REB/M.AMARAL AMC 1E,356.0
FORD/CARGO 1615,355.0
I/H.DAVIDSON XL 883 C,355.0
I/LEXUS ES350,355.0
I/KIA SPORTAGE LX 2.0 G1,355.0
LROVER/DEFENDER110 SW,355.0
M.BENZ/ATEGO 2730 6X4 CE,355.0
I/KAWASAKI NINJA ZX 6R,354.0
VW/PARATI 1.8 PLUS,353.0
FORD/D.REY BEL. 1.8 GHIA,353.0
FIAT/DUCATO M RONTAN AMB,352.0
VOLVO/FH 540 6X4T SUSP,352.0
I/BMW X1 S20IACTIVE FLEX,352.0
REB/WENDT CG,352.0
IMP/NISSAN SENTRA GSX,351.0
R/CONFIANCA CA 2E,351.0
DODGE/DAKOTA SPORT TD QC,351.0
REB/RSCL BAU,351.0
I/PEUGEOT RCZ THP,351.0
HONDA/FUSCO CARGO 150F,351.0
R/JOPASON HW3,351.0
I/FORD FIESTA SD.16SEL,350.0
I/RENAULT CLIO AUT1616VH,350.0
I/M.BENZ E 250 CGI,350.0
R/BRASTREILE CORINGA,350.0
VW/15190EOD NEOBUS SPEC,350.0
IVECO/STRALIS 570S38T,349.0
NISSAN/VERSA 16SEDITCVT,349.0
R/BRASTREILE PIQUIZEIRO,349.0
IMP/SUBARU LEGACY 2.2 GX,349.0
I/KIA K2700 II LD UB,348.0
SR/PASTRE SRCT R3E,348.0
SR/MUTIRAO C 4,348.0
IMP/L.ROVER DEFENDER 90,348.0
I/BMW 118I UA31,348.0
IVECO/DAILY5013 CC1,348.0
PEUGEOT/208 UBTECH EAT6,348.0
VW/MPOLO FRATELLO LOT,347.0
SR/RODOTEC PC 4020,347.0
IMP/FIAT DUCATO 10,347.0
I/BMW X5 FB51,347.0
M.BENZ/O 321,347.0
IMP/FIAT DUCATO,347.0
IMP/CITROEN XSARA GLX 18,346.0
IMP/CHRYSLER 300 M,346.0
I/FORD RANGER XLS4SPTA22,346.0
VW/MASCA GRANVIA O,346.0
SR/NOMA SRAB2E18 BCMT,346.0
IMP/TOYOTA HILUX 2CD DLX,346.0
SCANIA/G500 B8X4 XT CS,346.0
I/MINI CABRIO COOPER S,346.0
R/REBOQUESMANIA FECHA CV,346.0
LR/DISC SPT D180 HSE 7L,346.0
I/VOLVO S40 2.0,345.0
JPX/MONTEZ STD,345.0
SR/NOMA SRAD3E SRCAD,345.0
HYUNDAI/HB20X 16M VISION,345.0
M.BENZ/LK 2635 6X4,345.0
I/M.BENZ E320,344.0
JTA/SUZUKI DR650RSE,344.0
REB/ODNE D02075 4.5,344.0
FORD/CARGO 1723 K,344.0
NAVISTAR/INTERN 4700 4X2,344.0
I/JINBEI SHINERAY TLUX,344.0
TRIUMPH/STREET SCRAMBLER,343.0
M.BENZ/ACTROS 2646LS6X4,343.0
JTZ/PEOPLE GT300,343.0
CITROEN/C3 O VERSOLATO,343.0
MARCOPOLO/VOLARE W-L ON,343.0
I/KIA SORENTO 2.4EX3 G27,343.0
I/PORSCHE CAYMAN,342.0
VOLVO/VM330 6X2R,342.0
I/M.BENZ313CDI MARIMAR A,342.0
REB/ARLY CH,342.0
GM/S10 DELUXE 2.5 S,342.0
I/CITROEN C4PIC5 THP INT,342.0
HARLEY DAVIDSON/FLD,342.0
LR/DEFENDER90 SW,342.0
R/DISNAUTICA TRA LANCH 1,342.0
I/PEUGEOT 306 SOLEIL 5P,342.0
TOYOTA/BAND. BJ55LP B,341.0
I/VW NOVO SPACEFOX HL MB,341.0
IMP/SUZUKI VITARA V6,341.0
IMP/CAMARO,341.0
REB/A.T.BOTUCATU DAIANA,341.0
IVECO/TECTOR 170E28,340.0
FIAT/UNO 1.0 CITY,340.0
SR/NOMA SRAT3E SRCAT,340.0
I/CHANGAN CHANA SC6360A,340.0
SR/RANDON SR FG LO 3ED,340.0
I/CHRYSLER T COUNTRY TRG,340.0
IMP/CZ,340.0
IMP/MMC LANCER GTI,339.0
I/PEUGEOT 307SD PRESENCE,339.0
IMP/RENAULT 21 TXE,339.0
I/YAMAHA TMAX ABS,339.0
SR/NOMA SR3E27 BCG,339.0
VW/26.220,339.0
I/SUZUKI VITARA 4STY SE4,339.0
SCANIA/P320 B8X2,338.0
HONDA/XLS 125,338.0
MARCOPOLO/VOLARE V5HD MO,338.0
I/BMW 125I 1A51,338.0
GURGEL/X12 TR TOCANTINS,338.0
RENAULT/MASTER NIKS 16 P,338.0
VW/NOVO GOL HL MBV,337.0
AGRALE/1800D RD FD,337.0
REB/RODINE,337.0
I/JMC N601 LONGO,337.0
IVECO/DAILY6012 CC1,336.0
I/TOYOTA CORONA,336.0
R/PORTO FORTE MCARGO 002,336.0
FORD/CARGO 2623 6X4,336.0
R/PARDAL PA 500 CA,336.0
REB/KORG KR500 BA,336.0
I/M.BENZ 412D SPRINTER C,336.0
FIAT/PALIO WEEKEND 1.5,336.0
YAMAHA/NMAX LE,336.0
R/FREE HOBBY FH4,335.0
REB/BANDEIRANTE SRC500,335.0
I/MMC PAJERO SP4X4 HPE G,335.0
I/FIAT 500 LOUNGE,335.0
I/LEXUS NX300H F-SPORT,335.0
SR/MORENO 109 CPCI,334.0
FIAT/FIOR MODIFICAR AB1,334.0
H.DAVIDSON/FX BRS,334.0
SR/LIBRELATO SRCF 3E,334.0
IMP/YAMAHA TDM 850,333.0
I/M.BENZ REVESCAP A UTI,333.0
I/JAGUAR S-TYPE V6 SE,333.0
R/OP 2000 CAMPING,332.0
SR/RANDONSP SR BA,332.0
REB/RIBOTTA CREMONESE,332.0
I/JBC SY1040 DVA,332.0
GM/MONZA HATCH S/R,332.0
SR/RODOLINEA SRBASC 3E,331.0
SR/GOTTI SRTQL3E 101,331.0
SCANIA/K113 CL 4X2 320,331.0
M.BENZ/ATEGO 1729 CL,331.0
REB/RANDON SR CT PL,331.0
VW/PARATI 1.8 SURF,331.0
PEUGEOT/2008 STYLE EAT6,331.0
I/FORD FOCUS S AT 1.6 S,331.0
R/CARRETAS ITALIA CTA751,331.0
VW/PARATI 1.8 EVIDENCE,331.0
BRAMONT/SCORPIO SUV 4X4,331.0
R/MUTIRAO CMM MS,331.0
GM/CHEVROLET D68,330.0
I/CHEV CRUZE PRE HB AT,330.0
I/BMW X5 XDRIVE35I,330.0
I/CITROEN C5 BREAK EXCL,330.0
VW/FUSCA OURO,330.0
LR/EVOQUE P240 SE,330.0
REB/MORINI M 3L,330.0
TRAXX/JH250GY 5A,330.0
PEUGEOT/BOXER F350LH HDI,329.0
FIAT/DUCATO MULTI REVESC,329.0
CITROEN/C4CACTUS LIVE AT,329.0
I/TRAXX JL50Q 8,329.0
I/PEUGEOT 308 QUIKSILVER,328.0
I/SHINERAY XY200-5A,328.0
VW/COYOTE,328.0
RENAULT/LOGAN EXP 16RSCE,327.0
IMP/TOYOTA HILUX 4CS SR5,327.0
IMP/VW PASSAT VARIANTVR6,327.0
I/PEUGEOT 307 RALLYE 16M,327.0
TROLLER/RF SPORT,327.0
I/BMW X5 FA51,327.0
R/JOTADAN C.FECHADA 02,327.0
SCANIA/T142 H 4X2 S,326.0
VW/GOL HL MC S,326.0
AGRALE/DAKAR,326.0
SCANIA/G 470 A6X4,326.0
VW/TANGER,326.0
I/JEEP WRANGLER 3.8L,326.0
R/BRAVO C.ABERTA 2E,325.0
JTA-SUZUKI/BURGMAN 650EX,325.0
IMP/DAEWOO ESPERO,325.0
R/REBOCAR REB D02,325.0
I/BMW X6 M,325.0
MBENZ/MPOLO PARADISO LD,325.0
PEUGEOT/BOXER F330M 23S,325.0
I/JMC N900 CONVAY,324.0
IMP/GM GRAND BLAZER DLXT,324.0
I/TOYOTA PRIUS 2,324.0
PEUGEOT/BOX GREENCAR MO2,324.0
M.BENZ/L 2217,323.0
TRIUMPH/TIGER XRXL,323.0
CITROEN/C3 PICASSO BVA,323.0
REB/AMPLICAR AMPC,323.0
MMC/PAJERO 4X4 D,323.0
H.DAVIDSON/FLT RXS,323.0
VW/GOL TRACK MB S,323.0
IVECOFIAT/DAILY3510 VAN,323.0
SR/ANTONINI SRA FG,323.0
SR/TRUCKVAN CFE 3ED,322.0
I/MVK MA 125 7,322.0
VOLVO/FH12 380 6X2T,322.0
M.BENZ/AXOR 2640S6X4,322.0
I/LR R.ROVER SPORT5.0 SC,322.0
JTA-SUZUKI/GSX1300RA,322.0
I/AUDI Q5 225CV,322.0
JTZ/DR160,322.0
IMP/MMC LANCER LS,321.0
I/SUBARU XV,321.0
FORD/DEL REY 1.8 L,321.0
R/CAMBE CARGA ABERTA RO2,321.0
I/FORD RANGER XLS CD432A,321.0
TOYOTA/YARIS SM XL15LIVE,321.0
FORD/CARGO 4031,321.0
SCANIA/LK 140,320.0
I/FORD RANGER XL 10D,320.0
KAWASAKI/Z900 RS,320.0
REB/HERCULES L,320.0
FORD/DEL REY ESCALA GLX,320.0
R/BINER RB4M,320.0
JTA/SUZUKI TL1000S,320.0
M.A./RANDON,320.0
I/AUDI A5 SPB 2.0TFSI S,320.0
I/NISSAN PRIMERA GXE,319.0
R/MC REBOQUES GUARA1,319.0
FORD/CARGO 1621,319.0
IVECO/TECTOR 150E21,319.0
REB/KRONORTE,319.0
